temperature,,TEMP_PCT_OUTER,TEMP_PCT_OUTER,TEMP_PCT_OUTER,TEMP_PCT_OUTER,TEMP_PCT_OUTER,TEMP_PCT_OUTER
percentile,,1.0,2.5,5.0,95.0,97.5,99.0
ws,percentile or absolute,,,,,,
WS_PCT_OUTER,1.0,1.081746065413821,1.081746065413821,1.081746065413821,1.4823261117445836,1.9756838905775078,2.4667931688804554
WS_PCT_OUTER,2.5,2.604674839859161,2.604674839859161,2.604674839859161,3.534777651083238,4.179331306990881,5.502846299810246
WS_PCT_OUTER,5.0,4.984516183769567,4.984516183769567,4.984516183769567,6.537438236412011,7.902735562310031,8.72865275142315
WS_PCT_OUTER,95.0,5.620837398718874,5.620837398718874,5.620837398718874,1.2542759407069555,1.1398176291793312,1.1385199240986714
WS_PCT_OUTER,97.5,2.863445467271879,2.863445467271879,2.863445467271879,0.6081337894336754,0.8358662613981762,0.7590132827324477
WS_PCT_OUTER,99.0,1.0987146311458025,1.0987146311458025,1.0987146311458025,0.15203344735841884,0.07598784194528875,0.0
WS_ABS_SMALLER_THAN,5.0,50.46027234548001,50.46027234548001,50.46027234548001,49.67692892436336,51.06382978723404,56.92599620493358
WS_ABS_SMALLER_THAN,10.0,10.291435116446783,10.291435116446783,10.291435116446783,3.9528696313188907,4.103343465045593,4.174573055028462
WS_ABS_LARGER_THAN,15.0,0.856912569465066,0.856912569465066,0.856912569465066,1.1402508551881412,1.443768996960486,1.7077798861480076
WS_ABS_LARGER_THAN,20.0,0.04242141432995377,0.04242141432995377,0.04242141432995377,0.22805017103762829,0.3799392097264438,0.5692599620493357
